epoch	accuracy	loss	val_accuracy	val_loss
0	0.11082635	2.4084022352457004	0.09880000352859497	2.304750680923462
1	0.15891871	2.140880489544895	0.1485999971628189	2.563265323638916
2	0.2382332	1.9253220784300724	0.20839999616146088	2.2055203914642334
3	0.28906667	1.788505233530693	0.24879999458789825	2.796217918395996
4	0.34756643	1.6604931868638004	0.3046000003814697	2.247042179107666
5	0.41600552	1.5345300012655831	0.4124000072479248	1.7481410503387451
6	0.47401497	1.4235769392313815	0.40380001068115234	1.8664230108261108
7	0.5218176	1.3121686397038332	0.48100000619888306	1.6553276777267456
8	0.52146107	1.3422740942697768	0.4659999907016754	1.7997199296951294
9	0.55673915	1.249268914888538	0.6144000291824341	1.0503454208374023
10	0.6030487	1.1389304076866535	0.12200000137090683	3.4778358936309814
11	0.6200303	1.103878143860665	0.6543999910354614	0.9600054621696472
12	0.6430736	1.0399079656490435	0.6326000094413757	1.0390374660491943
13	0.5478695	1.3833846662702949	0.19059999287128448	10.491732597351074
14	0.5698654	1.2829207364920734	0.6869999766349792	0.8926414251327515
15	0.65836155	0.9864661632788799	0.7038000226020813	0.8793030381202698
16	0.6824969	0.9241552263216701	0.6679999828338623	1.044007658958435
17	0.69582367	0.8885369403389053	0.7401999831199646	0.7245568633079529
18	0.7151899	0.8357205490395228	0.7645999789237976	0.6888471245765686
19	0.7175744	0.8385905873905127	0.35100001096725464	2.4086475372314453
20	0.5383313	1.4525449946721962	0.37220001220703125	1.7869861125946045
21	0.4909633	1.56714703758218	0.5134000182151794	1.5083112716674805
22	0.5290075	1.4928608363290123	0.5392000079154968	1.334803819656372
23	0.4253432	1.7654056892311707	0.25999999046325684	2.272569417953491
24	0.42572206	1.7039401874458924	0.34299999475479126	2.0611884593963623
25	0.5551123	1.251689138759328	0.6488000154495239	0.9774525165557861
26	0.6423828	1.0265438355403185	0.6904000043869019	0.8787775635719299
27	0.6818729	0.9274275561538604	0.7121999859809875	0.8209176659584045
28	0.7057737	0.8621354334035151	0.7246000170707703	0.8102561235427856
29	0.7265932	0.8081747477010334	0.7558000087738037	0.7363424897193909
30	0.7376469	0.7771266693742866	0.7843999862670898	0.6233965754508972
31	0.7286014	0.8096137376863247	0.7337999939918518	0.7984210252761841
32	0.7467017	0.7489631128281403	0.7580000162124634	0.7324860095977783
33	0.76060796	0.7129192803606967	0.7897999882698059	0.6193095445632935
34	0.7705919	0.6843924973180617	0.7847999930381775	0.6501340270042419
35	0.7789797	0.6633083152974772	0.7616000175476074	0.7026189565658569
36	0.78594697	0.6403445507725917	0.8209999799728394	0.5359107851982117
37	0.78991354	0.6290738360940039	0.7860000133514404	0.6616391539573669
38	0.8000579	0.5999235181387333	0.8144000172615051	0.5477657318115234
39	0.7998036	0.6003821090007415	0.7915999889373779	0.6497601270675659
40	0.8039975	0.5900756891636427	0.8082000017166138	0.6075051426887512
41	0.81584704	0.5599907577271889	0.8266000151634216	0.5282769799232483
42	0.8153191	0.5582384198271755	0.8385999798774719	0.4735439419746399
43	0.8237208	0.5386536561735047	0.8398000001907349	0.4887794554233551
44	0.8293145	0.5181375959804084	0.8149999976158142	0.5699883699417114
45	0.83437335	0.5022960037210872	0.7730000019073486	0.7482075095176697
46	0.83791673	0.491297910283181	0.8252000212669373	0.5204585790634155
47	0.8395436	0.48631433476566904	0.7853999733924866	0.6905927062034607
48	0.84359956	0.4744870024030063	0.8550000190734863	0.43568822741508484
49	0.84941614	0.4517960575020532	0.8429999947547913	0.4703157842159271
50	0.849015	0.4543589507753485	0.7742000222206116	0.8733852505683899
51	0.8561464	0.43925764112681664	0.8582000136375427	0.45411553978919983
52	0.8567926	0.4336442073455446	0.8547999858856201	0.4601411521434784
53	0.8642717	0.41226281612007704	0.8687999844551086	0.3966798782348633
54	0.86763656	0.40533393156481656	0.8349999785423279	0.5107467770576477
55	0.8672223	0.40051317251096286	0.8614000082015991	0.4154855012893677
56	0.87076575	0.3925956502957955	0.8690000176429749	0.3846842646598816
57	0.8744429	0.3816341265231068	0.8133999705314636	0.5715118050575256
58	0.8709663	0.3850613364902999	0.8507999777793884	0.4809601902961731
59	0.8768919	0.37563789429997446	0.8697999715805054	0.40582573413848877
60	0.8800875	0.3654962910824016	0.8820000290870667	0.35148003697395325
61	0.8847267	0.3513066544916555	0.8862000107765198	0.3387206196784973
62	0.88434935	0.35106907714715563	0.870199978351593	0.417084664106369
63	0.8866331	0.3457617701045713	0.8894000053405762	0.33307144045829773
64	0.8904692	0.336597744980429	0.8751999735832214	0.3860243260860443
65	0.8819754	0.3600706597831632	0.5162000060081482	3.266867160797119
66	0.840747	0.5377245610209578	0.8357999920845032	0.4983076751232147
67	0.872791	0.38817832594214063	0.8795999884605408	0.3797180652618408
68	0.8848948	0.35501326915732806	0.8971999883651733	0.31944936513900757
69	0.8906891	0.33668337708425766	0.8853999972343445	0.34333497285842896
70	0.89365304	0.3222461037349735	0.896399974822998	0.305187851190567
71	0.9001291	0.303257278164058	0.8826000094413757	0.3803187608718872
72	0.90356123	0.2892278125459745	0.8862000107765198	0.3604075312614441
73	0.88375825	0.3529298160617673	0.8712000250816345	0.3978141248226166
74	0.89924675	0.3076699151778565	0.8902000188827515	0.34414610266685486
75	0.90526384	0.288166802055718	0.8741999864578247	0.391204833984375
76	0.9091435	0.27521749634688397	0.9020000100135803	0.3255097568035126
77	0.90804625	0.2800709143605499	0.8769999742507935	0.3719131350517273
78	0.910657	0.27352035314476963	0.8902000188827515	0.33438676595687866
79	0.9129524	0.26592202596452746	0.8838000297546387	0.3664740324020386
80	0.91330576	0.26148920788554386	0.8870000243186951	0.35955601930618286
81	0.9136023	0.2618945096484766	0.8885999917984009	0.35258662700653076
82	0.9132644	0.2657015351055565	0.5127999782562256	2.482167959213257
83	0.85096157	0.48000132196988815	0.8058000206947327	0.610694408416748
84	0.8875468	0.35322064041219986	0.8687999844551086	0.43382978439331055
85	0.9078267	0.2843794538909302	0.8888000249862671	0.32633113861083984
86	0.91322297	0.26458485395524894	0.9118000268936157	0.27146458625793457
87	0.9194821	0.24235939391370465	0.9093999862670898	0.29883459210395813
88	0.92137635	0.2377802061511778	0.8885999917984009	0.33633625507354736
