epoch	accuracy	loss	val_accuracy	val_loss
0	0.10708237	2.407297430499222	0.0957999974489212	2.303048849105835
1	0.17006151	2.1004667004537487	0.19020000100135803	2.1846799850463867
2	0.22392583	1.9266208718222164	0.21379999816417694	1.9943441152572632
3	0.27357817	1.8348950437735185	0.2264000028371811	2.2703943252563477
4	0.3553218	1.6586948830636348	0.29820001125335693	1.9073694944381714
5	0.41469067	1.5274744928998942	0.3840000033378601	1.7623461484909058
6	0.4744161	1.3997081215102356	0.42640000581741333	1.6379765272140503
7	0.53008556	1.3035895941325062	0.5388000011444092	1.309653878211975
8	0.57935905	1.19517018342745	0.4300000071525574	1.6684144735336304
9	0.6153949	1.1121878271371546	0.510200023651123	1.70610511302948
10	0.62861025	1.086321583425835	0.4636000096797943	1.6106349229812622
11	0.47639954	1.6044948985390026	0.2667999863624573	2.3539953231811523
12	0.38407025	1.9662718509773367	0.3952000141143799	1.882126808166504
13	0.3542298	1.9767165051400928	0.10019999742507935	10.808165550231934
14	0.23433322	2.192028396842441	0.25839999318122864	1.8616751432418823
15	0.32924762	1.7457530044961005	0.4156000018119812	1.5623350143432617
16	0.46715102	1.457595513878202	0.47040000557899475	1.5195677280426025
17	0.5452398	1.266636750408621	0.4973999857902527	1.4456946849822998
18	0.5945133	1.132895649531496	0.6335999965667725	1.108306884765625
19	0.6288777	1.071212193463911	0.6402000188827515	1.0157195329666138
20	0.6496256	1.004301670465182	0.6672000288963318	0.9273869395256042
21	0.66210556	0.9683611947683796	0.6403999924659729	1.1137491464614868
22	0.67913175	0.9249892750830335	0.7160000205039978	0.7939637899398804
23	0.6922134	0.8956966993323748	0.6732000112533569	0.9093654155731201
24	0.70429224	0.865122019277577	0.6985999941825867	0.8915814161300659
25	0.7168167	0.8316385312224055	0.7135999798774719	0.821351170539856
26	0.72836065	0.803555086008005	0.7364000082015991	0.7788972854614258
27	0.73471206	0.7953533861466665	0.7355999946594238	0.7656848430633545
28	0.747348	0.7593040028917405	0.7541999816894531	0.7398504614830017
29	0.75396687	0.7429299996400351	0.7301999926567078	0.824518084526062
30	0.7635719	0.7178985952778411	0.7196000218391418	0.8500113487243652
31	0.77117133	0.692122394228007	0.7928000092506409	0.6315180659294128
32	0.7800633	0.6678376314070034	0.6935999989509583	1.0239962339401245
33	0.78790784	0.6425004568111027	0.6140000224113464	1.40998375415802
34	0.77890444	0.6745013249900214	0.7623999714851379	0.7467526197433472
35	0.79891694	0.6072101798217381	0.7581999897956848	0.7577841281890869
36	0.8023266	0.6015458320589452	0.7990000247955322	0.6183318495750427
37	0.8013015	0.6133664351114085	0.8122000098228455	0.5552369952201843
38	0.8152077	0.5740795071578999	0.8349999785423279	0.49230077862739563
39	0.8207568	0.5474082206442812	0.7649999856948853	0.7042264938354492
40	0.8140043	0.5666197985809188	0.8100000023841858	0.5612173080444336
41	0.82784367	0.522279665950021	0.8140000104904175	0.5609360337257385
42	0.82365394	0.5408011602088716	0.823199987411499	0.5706816911697388
43	0.8365796	0.5059708066750899	0.829800009727478	0.5139296650886536
44	0.8302282	0.5198848956907299	0.8424000144004822	0.49583134055137634
45	0.8401676	0.4923125757351132	0.8367999792098999	0.5085936784744263
46	0.8458504	0.4699787468376974	0.8130000233650208	0.6129269599914551
47	0.85211265	0.45285404066411244	0.8557999730110168	0.46055150032043457
48	0.8417468	0.4867397874508828	0.8267999887466431	0.5389721989631653
49	0.8529989	0.44675662558723966	0.8116000294685364	0.5752355456352234
50	0.85901886	0.43413039557954186	0.8371999859809875	0.5048699378967285
51	0.8632185	0.4153344572941689	0.8393999934196472	0.4886555075645447
52	0.8644589	0.41149852528867925	0.7657999992370605	0.7712584137916565
53	0.8685372	0.4055684501101657	0.8378000259399414	0.4866121709346771
54	0.8743091	0.38911996456917475	0.8375999927520752	0.5132220983505249
55	0.8720583	0.3929509315649697	0.8501999974250793	0.5065268278121948
56	0.8755794	0.38326143760969344	0.8456000089645386	0.4770738184452057
57	0.8788331	0.3717423018275958	0.8410000205039978	0.48950469493865967
58	0.8802817	0.3636014108342014	0.854200005531311	0.4575831890106201
59	0.88295597	0.3581587964252772	0.8664000034332275	0.4315617084503174
60	0.88315654	0.35817046330391267	0.8483999967575073	0.49252715706825256
61	0.8841371	0.3520595765215846	0.8453999757766724	0.4973921477794647
62	0.8897347	0.338655242171043	0.8452000021934509	0.4865744709968567
63	0.8897938	0.3386642993858396	0.8736000061035156	0.4072801172733307
64	0.8918269	0.3338856168961593	0.8826000094413757	0.372892826795578
65	0.89617133	0.3240042174004854	0.8741999864578247	0.3931475281715393
